experiment,status,target,weights,map50,map50_95,precision,recall,inference_ms,mean_violation_map50,no_helmet_map50,no_goggle_map50,no_gloves_map50,no_boots_map50
ghost_violation_oversample,ok,architecture_plus_imbalance,/kaggle/working/ppe_yolo_experiments/runs/ghost_violation_oversample/weights/best.pt,0.6294112709487621,0.3398678807696139,0.7455353536659295,0.6047723200796689,3.2094833589020055,0.5560534683632081,0.7260421013595196,0.7773293220907034,0.7161225344670672,0.0047199155355421955
